index,_id,comment,rating_star,pred_label
1175,62a9fc52880a053247b7bb97,"Shop có kèm thêm một hộp sắt đựng pan. Nhưg pan mk cảm thấy hơi mỏng so với trong hình. Mk có gửi một câu hỏi cho shop mà mấy ngày vẫn chưa thấy trả lời, hơi thất vọng. Mk vẫn còn hàng muốn đặt ở shop, mog lần sau sẽ hài lòng hơn. ",4,negative
1176,62a9f821880a053247b7778c,"Vải mỏng , không đáng với số tiền bỏ ra !",2,negative
1177,62aa04a8babeb86400b28bff,"Dùng tạm , chủ yếu hút sợi vải chứ lông không bao nhiêu :(((((((((",3,neural
1178,62a9ea48880a053247b69d8c,"Váy form ổn, vải hơi cứng và mỏng so với váy len, màu sắc như mô tả, shop giao hàng nhanh chóng",3,neural
1179,62a9eb4c880a053247b6af7b,"Dễ thương, chưa tác dụng ",3,neural
1180,62a9eeb6880a053247b6e43c,"Vòng giảm tiếng tốt
Gắn trên red witch mà nghe như silent kkkk",4,positive
1181,62a9e992880a053247b692dd,Chất lượng sản phẩm tốt. Nhưng bên giao hàng kém mong shop khắc phục với bên giao hàng.,4,positive
1182,62a9e992880a053247b692aa,"Đóng gói sản phẩm chắc chắn, phù hợp với giá tiền. Đáng mua 👉🏻👉🏻👉🏻",4,positive
1183,62a9e9ea880a053247b69790,Tiền nào của đó.giao hàng chậm quá gần 6 ngày.,3,neural
1184,62a9fc52880a053247b7b9f4,"Thời gian giao hàng chậm, đóng gói không cẩn thận, combo sách ehon bị gấp do đóng gói..",2,negative
1185,62a9eb4c880a053247b6b1a7,"Sản phẩm được gói cẩn thận, tuy nhiên khi sử dụng thì phát nhiệt cao quá @@",4,negative
1186,62a9ee08880a053247b6d953,Giao hơi lâu. Đóng gói không cẩn thận. Móc cầm nhẹ tay và bị xước nhiều chỗ,2,negative
1187,62aa9dd94816d066cef62003,Mỏng,2,negative
1188,62a9f62a880a053247b75cbd,"Bóp đẹp, hơi móp méo nhưng kh sao, tạm ổn. Nhưng mình hơi thắc mắc là sao lại có cái lỗ ở ngay đáy bóp😅 kh bt là thiết kế hay là do shop nhưng mình nghĩ là thiết kế để thoát nước khi đi mưa. Nói chung rất ưng, sẽ tiếp tục ủng hộ",4,neural
1189,62aa9dd94816d066cef62263,Chất vải đẹp. Dáng mặc lên cx đẹp mỗi tội mặc được hai lần và giặt thì vải xù lên.,3,neural
1190,62a9f6da880a053247b76670,Chất lượng đảm bảo,4,positive
1191,62aa9eb54816d066cef6281f,Giao sai màu,3,neural
1192,62aa9f9f4816d066cef62fca,chất lượng cáp không thực sự tốt . Sạc được một chút đã nóng ran đầu lighning lên. Có sale giá rẻ thì mua chứ không thích hợp dùng lâu dài vì sẽ hại máy,3,negative
1193,62aaa2934816d066cef639da,Không có hàng tặng kèm thất vọnggggg nên đừng để vào cho khách chọn nữa,3,negative
1194,62a9f4cb880a053247b74418,"Dép dầy đẹp, nhưng đặt 39 giao 38 ???? 
Giao hàng thì lâu, dép thì để trong bọc vậy thôi chả gói thêm gì",3,positive
1195,62a9f5d8880a053247b7587b,"....................gdhshdbhsjevshsb
Ổn so với giá tiền",4,neural
1196,62a9f416880a053247b737d7,"Sản phẩm này mình mới dùng thử cho Adidas ultraboost thấy khá ok, để chờ một thời gian nữa xem sao.",4,positive
1197,62a9f364880a053247b72b13,"Look very good, but not use yet!",4,positive
1198,62a9f92d880a053247b78ea2,Tất bình thường... Ko đẹp. Tuy nhiên cho Shop 4 sao...😍😍😍😍😍😍😍😍😍😍,4,neural
1199,62aa9eb54816d066cef62aab,chất cũng bình thường. hợp với giá tiền,3,neural
1200,62aaa0984816d066cef63639,Không được đẹp như hình và mong muốn,3,negative
1201,62a9eb4c880a053247b6b0e3,"Sản phẩm phù hợp với giá tiền ,  mút dính chắc trên bề mặt nhẵn nên mua",4,neural
1202,62a9f62a880a053247b75d51,"Không đựng được giấy tờ xe máy 
Chỉ dùng cho thẻ card nhỏ như ATM thôi 
Hơi buồn vì lại phải đựng riêng 
Còn màu sắc mẫu thì đẹp nhỏ xinh ",4,negative
1203,62a9f6da880a053247b76629,Sản phẩm không có hộp rõ ràng. Đóng gói kém quá. Cần cải thiện. Quạt chạy tiếng hơi ồn. Cần thời gian mới bik bền k.,3,negative
1204,62a9f9f1880a053247b7997e,"Giao nhanh ,hộp hơi bị móp méo từ trước vì đã được bọc xốp, nắp hộp đóng ko được khít  cho lắm, sẽ đánh giá chất lượng sau,",4,negative
1205,62a9f99b880a053247b79381,Hàng ok .100₫ chả j nhưng mua hàng tiện mua luôn cám này,4,positive
1206,62a9f3be880a053247b73000,Ỳyv6g67hhh7h77bbububbyyvyyyv6v6g77b6yuvuvbuu,3,neural
1207,62a9eda1880a053247b6d3ef,Shop giao thiếu nắp cho em thì em đóng cái lọ chiết kiểu gì. Ạ?,3,negative
1208,62a9efbd880a053247b6f19c,":))) màu được nhưng mùi khó chịu, vứt=)))",2,negative
1209,62aaa4ba4816d066cef6417f,Đặt 12s ra 12 haizzzz shop làm ăn vậy thì sml r TvT nhấn nhẹ vào tai nghe là nó dừng và nó làm chặn wifi nữa haizzz chán shop luôn,2,negative
1210,62a9f821880a053247b7783d,Jdiwkskbdbddslksbdbdjdjdksndhdkxlfnclfkckxkdkfkfkfknfmfnfnnfn,3,neural
1211,62a9ed4a880a053247b6ce52,"Dây đẹp, nhưng ốp silicon thì ko ôm, bị lùng bùng, rất xấu, coi như bỏ. ",3,negative
1212,62a9f51e880a053247b74a6e,Giao hàng nhanh nhưng lau cũng không được sạch lắm :((((((((,3,neural
1213,62a9f87c880a053247b78141,giao đúng số lượng. Tuy nhiên giao lộn hàng cho mình. Mình đặt vòng cổ mà đi ship vòng tay rồi mình cũng k biết xài sao luôn? nhắn tin thì vì là shop nước ngoài nên rep tin nhắn lâu và bất tiện thật sự. Ship cái vòng tay mà vẫn lấy giá bằng cái vòng cổ. Lần đầu tiên mua hàng mà mình gặp trường hợp n,3,negative
1214,62a9f7c4880a053247b77336,"Sp khá nhỏ, ko đẹp nhưng là hàng tặng free nên kệ, thời gian giao hàng tạm đc",4,neural
1215,62a9f6da880a053247b766f4,"Đã nhận đc hàng, tuy nhiên sp nhìn cứ giống như hàng cũ ấy, trầy xướt tùm lum, nhưng giao hàng nhanh, đóng gói ổn, 4 sao vậy",4,negative
1216,62a9f6da880a053247b76666,"Lõi ok, ảnh mang tính chất nhận xu
Abvshdhdjkdkdndjdkdjjhg",4,positive
1217,62aa9eb54816d066cef62a57,Rách ntn thì có đổi đc k ah? Có mất ship k ah 😭😭😭,3,neural
1218,62a9f575880a053247b751c5,Jb cũng ok nhe mọi người :)),4,positive
1219,62a9f1b3880a053247b7117e,"Hàng nhận trông sịn sò, đồ dùng kèm pin, trừ đi 1* vì shop ko gói bằng giấy chống sốc nên hộp bị móp",4,positive
1220,62a9fea76f6175cc2bb0cef3,Giao k đúng mẫu.,2,negative
1221,62a9eba3880a053247b6b598,Nắp ọp ẹp nhưng thôi flash sale nên cũng được,3,neural
1222,62a9f87c880a053247b78395,DjdjfhdjdodelsvlwhssnbdbdGiá z cũg tạm đchvhhjjjkigffggonkjjkobhvgh,4,neural
1223,62aaa0984816d066cef634c2,"Mua đc giá 1k, shop đóng gói cẩn thận
Nhưng chẳng hiểu sao khi bóc hàng ra lại nứt thế này
Ko biết do vận chuyển hay bị nứt ngay từ đầu
Haizz",3,neural
1224,62a9fb48880a053247b7ab54,"Tưởng 1tem  là 1 cặp, ai ngờ :(",3,neural
1225,62a9eba3880a053247b6b6f1,Hàng giao nhanh.chất liệu đẹp,4,positive
1226,62aaa3914816d066cef63cb8,"Mua lần thứ hai, cả loa trước lẫn loa này pin rất kém sạc đầy chỉ dùng được 30', đã thế sau một ngày cái loa nhỏ hẳn đi,còn ko bằng âm lượng điện thoại , sau hai ngày sử dụng hiênn tại chỉ dùng để xem giờ,thất vọng",2,negative
1227,62a9eaa2880a053247b6a51a,"Hàng xinh be bé, đáng yêu, mỗi tội đằng sau ko có lớp dính luôn, ko biết phải gắn bằng keo gì cho chắc",4,neural
1228,62a9f99b880a053247b7945b,Vải hơi mỏng chất cũng được,4,neural
1229,62a9eda1880a053247b6d5f1,"Chất lượng tạm ổn, cũng ko dầy cho lắm , nhưng giao hàng nhanh , cảm ơn shop ,,,, Hình ảnh mang tính chất mik hoạ để nhận xu …….,,,,,,?????!!🤣🤣🤣🤣🤣🤣🤣",4,neural
1230,62a9f92d880a053247b78d99,"Vì nhận đc hàng ko như mong đc tức quá nên ko chụp ảnh, gối nhỏ lắm ko vừa cổ, hình như là size cho con nít hay gì, gối ko xứng với giá tiền =))) thất vọng",3,negative
1231,62aa02bdbabeb86400b28097,4 cái thì 1 cái bị thiếu 1 bên gọng kính .nt cho shop ko phản hồi,2,negative
1232,62a9f51e880a053247b74b1b,Giao thiếu ạ,3,negative
1233,62a9f821880a053247b77a75,"Dù nhìn khá mỏng, thanh sắt ko chắc chắn lắm. so với giá tiền thì ko mong j nhiều.",4,neural
1234,62a9fea76f6175cc2bb0cf87,"Mũ cho bé sơ sinh nhưng đường viên chun may rất cộm và dày hẳn lên. Kiểu may này lại còn nhiều viền nữa, đội sẽ bị cấn vào da đầu bé nhiều.",3,negative
1235,62a9f62a880a053247b75d48,Giao hàng đúng hẹn. Giống hình. Nhưng túi ngoài hơi nhỏ không vừa điện thoại.,4,neural
1236,62a9f118880a053247b706d8,"Bạn nào đt từ dòng 7p 6p đó thì k nên mua nha :)) vừa gắn máy vào thì nó bật ngược ra mình bị rớt mấy lần rồi, miếng lót xốp cho đt cũng rách nốt, nch tiền nào của đó mà. Mua về xong k sài luôn",2,negative
1237,62a9f8d5880a053247b7891b,Giao hàng đầy đủ nhưng đóng gói cần cẩn thận hơn. Mua có 1 cái phao mà lại bị gãy làm 3. Haizzz,4,negative
1238,62aa9f9f4816d066cef63166,"Sản phẩm như quảng cáo,  đóng gói chắc chắn, giao có 1 cục bị lỗi.",3,neural
1239,62a9fba5880a053247b7b081,Không như qoảng cáo,2,negative
1240,62a9fcab880a053247b7c0c8,"Giao hàng lâu. Chất lượng giấy ko đẹp, hợp với giá thành. Chấp nhận đc",4,neural
1241,62a9fcab880a053247b7c0f7,Đánh giá nhận xu Đánh giá nhận xuĐánh giá nhận xuĐánh giá nhận xu,4,neural
1242,62a9f99b880a053247b79364,Giao hàng nhanh nhưng độ hút chân không của sản phẩm ko tốt lắm mn ạ .,4,negative
1243,62a9f160880a053247b70b28,Giao hàng nhanh. Đóng gói kỹ. Chất lương không mong đợi,2,negative
1244,62a9fcab880a053247b7bf17,"Túi méo mó, lúc mở ra thì dưới đáy bị dính keo nên rất khó mở làm cho túi bị nhăn nhàu theo, giấy thì bị tróc lớp, đặt túi 12*26cm mà hình như shop giao lộn hay sao á nhìn nó ko đc đúng vs kích thước",2,negative
1245,62aa9eb54816d066cef62b95,"HẢO CHA CON... 🥲

Người đàn ông họ Gao ở huyện Côn Sơn, tỉnh Giang Tô, Trung Quốc cho biết anh cảm thấy ""bực tức và bất lực"" đến mức không muốn về nhà, nằm giữa đường khóc lóc sau khi con gái không giải được bài toán đơn giản: 800 - 700 = ? 

Khi cảnh sát đến, Gao vẫn không thể ngừng khóc, giải thí",3,neural
1246,62a9f821880a053247b779da,"Sp thì ok, chỉ là đóng gói sp trông k đẹp lắm,",4,positive
1247,62a9f8d5880a053247b78806,"Giao thiếu hàng, mặc dù liên lạc lại cho shop theo như hướng dẫn nhưng k thèm trả lời",3,negative
1248,62aa9eb54816d066cef62a1c,Mút hơi mỏng nhưng so với giá thì cũng ok.. chất lượng quần tốt.a,3,neural
1249,62a9f5d8880a053247b7563e,Mua 1 cái túi mà hàng tuần ko có hàng.. quá chán vì phục vụ,2,negative
1250,62a9f87c880a053247b780db,Đóng hàng k kiểm tra.. đặt 18 đôi mà gửi cho có 17 đôi thôi😔,3,neural
1251,62a9f8d5880a053247b788b7,"Võng nhỏ chứ k phải sz đại đâu nha m ng, nhỏ hơn cái võng nhà đang xài nữa, móc ô khoanh tròn cái võng ngắn lắm nên phải móc mức 3 thì nằm tạm dc",4,neural
1252,62a9fb48880a053247b7ad6c,Bóng lỏng lẻo,4,negative
1253,62aa03b4babeb86400b2861f,nhỏ quá,3,negative
1254,62a9f476880a053247b73e0a,Mua 2 đôi trên live. Lúc đặt trên live đế trong xinh lắm mà nhận lại đế này hơi bị buồn huhu. Thích nhất cái đế trong sang2 thì về đế này hơi hụt hẫng. Dép vừa đúng size. Thôi thì cũng ok vs giá. Cảm ơn shop.,4,neural
1255,62a9fe736f6175cc2bb0cd48,Chất lượng thì chưa biết nhưng mà bảo bé trai mà gửi hình này là đã thấy không ưng lắm rồi shop ạ ,3,positive
1256,62a9fe736f6175cc2bb0cd02,"Liểu dáng quần đúng như mô tat, mỗi tội chất vải k co dãn tya nàoooookokooooo",3,neural
1257,62a9f3be880a053247b73086,"Sản phẩm tốt tttttttttttttttttttt
Giao hàng nhanh chosngggggggggggggggggggggggg
Giá rẻ",4,positive
1258,62a9f5d8880a053247b75766,Chất lượng sản phẩm tạm được,3,neural
1259,62a9fcab880a053247b7c027,Mùi hơi khó chịu. Viết 1 lần rồi bỏ. Thấy phí.,4,negative
1260,62a9f0c5880a053247b703ae,"Shop ok .nhưng giao hàng hơi chậm. Sau có ủng hộ nữa nhưng mong giao hàng nhanh 1 chút
",4,neural
1261,62a9f87c880a053247b780ae,Thời gian giao hàng tạm được  Giá cả chấp nhận được,3,neural
1262,62aaa3914816d066cef63e53,Hàng đẹp tốt rung ổn nhưng giao lâu quá shipper ko thân thiện,3,neural
1263,62a9eaa2880a053247b6a36b,Tai nghe bị lỗi âm thanh tai trái phát âm thanh tai nghe phải và ngược lại.,2,negative
1264,62aaa0984816d066cef633e6,Đã nhận được hàng. Shop gửi thiếu nhưng ib 3 ngày rồi vẫn k nhận được hồi âm.,2,negative
1265,62a9f2b9880a053247b71edb,K giống hình,3,negative
1266,62aa9eb54816d066cef62949,Nhỏ so với size,3,negative
1267,62a9f2b9880a053247b71e5e,Shop cái đồng hồ đỏ 85k chỉnh giờ ko dc .bấm bất đâu tay lun mà ko nhảy số   chi hết trơn,2,negative
1268,62a9f7c4880a053247b77240,"Tạm đc,dung no cứ dính 2ben má. Nen khi mô hôi ra nhiều khó chịu ",4,neural
1269,62a9eda1880a053247b6d3cd,"Chất lượng bình thường!
Giá okie! Đóng gói gọn! Giao hàng okie ",3,neural
1270,62aa9f9f4816d066cef62fe3,"lần trước mình mua loại y hệt sạc phát vào ngay nhưng cái này hơi chập chờn, rẻ nên mình cx k muốn đổi trả",3,negative
1271,62a9f575880a053247b750e7,Hàng bị lỗi k lắp đk 1 bên,3,negative
1272,62a9f1b3880a053247b70fee,"Đồ đủ, bộ đồ hơi rộng, mắt kính là nhựa, đeo vào nhìn đc 5p đau mắt kinh khủng
Đặt gần 1 tuần mới nhận đc",2,negative
1273,62a9f7c4880a053247b77365,"Tấm chắn có 1 đường cắt ở phần trên. Do đươngf cắt nilon bảo vệ. Abcdefgh.,??!'lkjhgfdsa",4,negative
1274,62a9e992880a053247b6931b,Vải mát ko co giãn khó mặc như rất êm màu đen cứng,4,neural
1275,62a9f821880a053247b77754,"Giao đồ ĐÃ VỠ từ trước cho khách là k thể chấp nhận cái cách làm ăn này của shop r. Mn né ra nhá, k lại mất tiền oan. Còn chất liệu thì mỏng dễ vỡ, ra cửa hàng bên ngoài đầy cái cứng cáp hơn mn ạ. Thôi cho 2 sao vì một cái còn lành. Follow tik tok mik để xem những sản phẩm review nhé",2,negative
1276,62a9f364880a053247b72a2b,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,4,positive
1277,62a9f9f1880a053247b7996f,"4 sao vì minhg đặt dâu shop gửi sữa trắng, lần sau để ý hơn nhé shop,",4,positive
1278,62a9f4cb880a053247b7434c,"Giao hàng nhanh
Shop gửi đôi như mình chụp á... 
Không như môtar",3,positive
1279,62a9f51e880a053247b74a4a,"Đặt size 37, giao size 38 :/ mùi nhựa rất nồng...............",3,negative
1280,62aa04a8babeb86400b28c66,Bé xíu,3,negative
1281,62a9f7c4880a053247b7723b,Đeo vẫn đau tai như thường.,3,negative
1282,62a9f3be880a053247b72fdb,Tất hơi mỏng nhưng giá rẻ cx dc,3,neural
1283,62a9f5d8880a053247b7588d,với giá này thì hợp lí ( hình ảnh chỉ để lấy xu ) nhx đẹp lắm ạ =)),4,neural
1284,62a9faa4880a053247b7a372,Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Thời gian giao hàng nhanh Chất lượng sản phẩm tốt,4,positive
1285,62a9f62a880a053247b75d4f,"Giao đúng mâu, đúng màu nhưng diện tích chứa nhỏ  so với suy nghi của mih",4,neural
1286,62a9f7c4880a053247b771bf,xấu.,3,negative
1287,62a9ed4a880a053247b6ce42,"Ko đúng theo hình ảnh, hàng kém chất lượng",2,negative
1288,62aaa3914816d066cef63e3d,Đặt màu trắng giao màu xám???,3,negative
1289,62a9e992880a053247b691db,"Đáng đồng tiền
Cảm giác tấm vải mình nhận được là hàng cũ, bởi trên đó có 1 sợ chỉ thêu (loại chỉ để thêu k phải may), lúc rút ra thành 2 cái lỗ trên đó :(( buồn
Mặt sau tấm vải k trắng lắm. ",4,positive
1290,62a9eb4c880a053247b6afc2,Túi đựng điện thoại cảm giác rất mỏng manh không có độ an toàn và chắc chắn mình sẽ không mang điện thoại xuống nước khi đeo Cái túi đó chỉ có thể vứt đi,3,negative
1291,62a9f87c880a053247b781ee,Oke ổn mà khuyên tai hơi xỉn màu đó ạ hơi bùn tí giao hàng nhanh ok,4,neural
1292,62aa0651babeb86400b28fa1,Shop giao đúng hàng nhưng áo bị rách,3,negative
1293,62a9ee61880a053247b6e04f,Giao hàng và chuẩn bị hơi lâu. Hàng chất lượng nhiw quảng cáo 👍,4,positive
1294,62aa9f9f4816d066cef62ecc,"Phích cắm kg chắc
",2,neural
1295,62aaa3914816d066cef63d99,Chất lượng hơi kém chơi đc vài lần bung chỉ hợp với giá tiền shipper thân thiện,3,negative
1296,62a9fe736f6175cc2bb0cc28,"Mua cái lần đầu còn OK tí , mua cái thứ 2 chưa mặc đã xước hết áo",2,negative
1297,62a9ebf9880a053247b6bc84,Mình chưa mua ở shop bao giờ nên không biết chất lượng như thế nào nhưng mà shop giao hàng rất nhanh luônnn,4,positive
1298,62a9eda1880a053247b6d532,"Hình ảnh chỉ mang tính chất nhận xu, mn bấm follow kênh yêu Poodle ở trên Facebook để theo dõi và mua đồ cho thú cưng cx như coi những clip vui nhộn nhé😍, ảnh trang mk để trên nha❤❤❤",4,neural
1299,62a9ecf4880a053247b6ca78,Dây dài đẹp tuy nhiên các jump cắm hơi chật . Cho shop 4*,4,neural
1300,62a9f416880a053247b73746,"Đánh thì hơi khó, mà cũng k sạch lắm ",3,negative
1301,62aaa4ba4816d066cef6430f,"Mình muốn mua kính cường lực chứ kphai miếng dán thế này, tuy nhiên đã bóc nên dán dùng tạm",3,neural
1302,62a9eb4c880a053247b6b0b6,Ốp đẹp giao nhanh và giá rẻ lắm mn. Mua 4c mà hết có 50k thui hihi. Tuy nhiên phần lót bên trong k đẹp bằng đợt trc mình mua,4,positive
1303,62a9fff2babeb86400b278b4,"Hơi thất vọng vì hơi nhỏ so với hình, bán kính đầu khoảng 10cm, tính cả 2 cái xúc tua thì gần 18, 19 cm. Màu bị nhạt ở cả 2 đầu, cứ như hành second hand hay hàng bị giặt nhiều rối ấy. Hơn nữa đầu ko đc căng tròn.
Đánh giá:3/5",3,negative
1304,62a9faf0880a053247b7a689,Cũng tạm về chất lượng,2,neural
1305,62aaa4ba4816d066cef64251,"Hơi mỏng, tiết cái túi k dám cho mà quấn lại trong bịch nilon ",3,neural
1306,62a9f821880a053247b77aa4,Giao hàng lâu. .......................................,4,negative
1307,62a9fcab880a053247b7bffe,"Album đẹp, y chang hình, ảnh in đẹp, mình chọn loại lụa polaroid khá là xinh nhé. 
Điểm trừ là shop nói chuyện cảm giác có hơi không thân thiện ! ",4,positive
1308,62a9f3be880a053247b72eb5,Làm ăn quá vớ vẩn mh đặt hàng giao thiếu 10 đôi tấc trong khi vẫn phải thanh toán tiền 10 đôi.Mn nên cẩn thận mua hàng ở đây mất hết uy tín với khách hàng luôn chán thực sự,2,negative
1309,62aa00e6babeb86400b27a83,Eo ơi. Bé lắm luôn ý. Mở ra hơi hẫng. Vì nghĩ là bộ to hơn nên mới chấp nhận bù ship để mua.  Giá 1k thì ok chứ bán 35k như giá gốc thì k đáng tiền tí nào,3,negative
1310,62a9f4cb880a053247b7443b,Đã nhận được hàng nhưng đôi đc đôi không vì hàng làm không chuẩn size,4,negative
1311,62a9f30e880a053247b724ba,"Dù rằng shop đóng gói rất cản thận nhưng sản phẩm ko như mô tả, ko lắp ráp sẵn, nói chung là ko tuyệt vời như lời quảng cáo.",3,negative
1312,62a9e9ea880a053247b69812,"Mình mua hàng của Shop lần này là lần 2, chất lượng sp k đc như lần 1, áo ghi là màu trắng mà thực chất màu be vàng, nghĩ có 1 cái nên k đổi. Nhưng lần này nhận hàng cảm thấy hơi thất vọng",4,negative
1313,62aa9f9f4816d066cef62fe6,Xạc k vào điện,3,negative
1314,62a9efbd880a053247b6f2c8,4 sao thui. Túi thơm bị bục hết các hạt nhỏ ra. Còn lại okokokokok,4,neural
1315,62a9eba3880a053247b6b579,chưa dùng ko bik sao,3,neural
1316,62a9fbfa880a053247b7b5ff,"vải đc căng chắc chắn, không bị xước hay nhăn gì cả chất lượng ok luôn mội tội trong ba cái mình đặt thì có một cái vải bị bẩn tèm lem cả nên cho bốn sao thui",4,neural
1317,62a9f1b3880a053247b7108d,Không biết tại sao đợt trc đặt thì tem đầy đủ. Hnay thì nhận dc hàng tem không có. Nắp thì hơi vênh cố đậy nhưng không dc,3,negative
1318,62a9f160880a053247b70c27,"Chất lượng sản phẩm:oK

REF-DIEFTY
Sản phẩm ok kẹp điện thoại sẽ phù hợp dùng đk cho màn hình lớn hơn chứ như 5se của mình thì hơi bé làm mình phải mua thêm 11pro để sài cảm ơn shop nhiều lắm 
Codn",4,positive
1319,62a9f681880a053247b76253,hàng ok sài được. đóng gói sản phầm tốttttttttttttttttttty.,4,positive
1320,62a9f1b3880a053247b71054,"Đeo hơi lóa mắt chóng mặt, thở ra thì mờ tịt. Nchung dubgf tạm lúc cần chứ k đeo đi đg dài đcdnndndndnsnsnânnánnsnsxbbxbxbxbxbxbxbdbd",3,neural
1321,62aa9dd94816d066cef6219c,Nói chung tạm được. Có thể cân nhắc nếu thích mua. Mk lỡ mua size L nên nó siêu rộng.,3,neural
1322,62a9f1b3880a053247b7114c,Giấy oke,4,positive
1323,62a9f4cb880a053247b7435e,"T^T lúc hỏi shop là dây trắng này thì phát ánh sáng trắng hay xanh thì shop rep là trắng. Đến lúc nhận hàng thì lại phát ra ánh sáng xanh nhẹ như trong ảnh sp, hơi buồn xíu",3,neural
1324,62a9ee61880a053247b6df2f,Gay 4mầm ly cao,3,neural
1325,62a9fa4b880a053247b79e8c," Shop phục vụ rất tốt
Giao thiếu shop hứa sẽ bù lại. Khi bù xog sẽ đánh giá lại ạ. ",4,positive
1326,62a9fba5880a053247b7b063,Không nên mua. keo dán không dính chắc.như đồ chơi trẻ em chứ kh dành cho oto đươc. đóng hàng kém,2,negative
1327,62aa9f9f4816d066cef63172,Giao sai hàng. Đặt,3,negative
1328,62a9f20b880a053247b71670,Hdbfbrjidcjnfjedhdbdbb,4,neural
1329,62a9e992880a053247b6928d,"Vải nhìn thì ok mà mặc vô mới thấy mỏng, không giống như hình, hơi thất vọng. Mặc lên mà lộ nhìn kì. Mong shop may dày hơn một chút. Mình 1m58 50kg mặc hơi bị kích. Mấy bạn nên suy nghĩ trước khi mua hoặc chọn màu tối nha chứ trắng là có nguy cơ lộ đồ lót ấy :(((((",4,negative
1330,62a9ed4a880a053247b6cfa9,Tốt,4,positive
1331,62a9ee61880a053247b6e057,Đũa ngắn cầm nhẹ tay săn sale 15k 1 hộp nên nghĩ cug tiền nào vải ấy.  Đg nhựa cắt thì lem nhem . Mùi nhựa khá nặng. Đc cái shop cbi hàng nhanh.,4,negative
1332,62aaa4ba4816d066cef64260,Vì mua 8 chiếc mà có 7 chiếc thôi,3,neural
1333,62a9e992880a053247b6910f,"Vải ok 
Nhưng set đặt xanh mà giao đen là hk vui rồi 😪😪🙄🙄🙄🙄Hết màu thì phải báo chứ giao lung tung là s shop",3,positive
1334,62aaa4ba4816d066cef6427e,Tai nghe chập chờn lắm.  Nnbhkjhjsjsjshbsskjssbbjsjsbsksbijsnnsjsk,3,negative
1335,62a9ed4a880a053247b6cf37,Ok,4,positive
1336,62a9ecf4880a053247b6c934,shop lấy thiếu cho tôi 2 mã đầu kẹp cá sấu 3.5 rồi. thiếu 10 đen 10 đỏ. shop gửi lại đi nhé,2,negative
1337,62a9f9f1880a053247b7982f,Gói hàng bị móp :(,3,negative
1338,62aa9dd94816d066cef62181,"Quần chất hơi nóng, dáng quần cũng không đẹp lắm may là rẻ",3,neural
1339,62a9f99b880a053247b7936d,"Vải thun mềm
Mh 46kg mặc vừa size chắn chắc
Mỗi tội shop đóng gói trong túi bị gãy mất nếp của miếng mút lót bên trong luôn.:(",4,neural
1340,62a9f9f1880a053247b798d2,"😅 lần đầu thử ăn rong nho, sau khi ngâm qua 4,5 nước và ngâm đá thì vẫn thấy vị tanh và nhớt nhớt. Nên bạn nào không quen ăn thì không nên thử theo trend dù có chấm kèm sốt mè rang vị vẫn vậy. 
 giao hàng nhanh, sp đóng gói kĩ ",4,neural
