_id,comment,rating_star,pred_label
62aa9dd94816d066cef61ebe,Áo rất rất mỏng. Với giá tiền này mua áo giữ nhiệt sẽ hợp lý hơn nhiều. Áo ko ấm chút nào đâu,1,negative
62a9e992880a053247b68f04,"Shop giao thiếu hàng

Vừa chăm sóc vừa tô điểm giúp đôi môi rạng rỡ mỗi ngày - với thành phần chính là Shea Butter 💗
👄𝐓𝐇𝐄 𝐇𝐄𝐑𝐈𝐓𝐀𝐆𝐄 𝐀𝐋𝐋 𝐃𝐀𝐘 𝐋𝐈𝐏 𝐂𝐀𝐑𝐄 #LB2. Moon Balm: Tone màu đỏ gạch huyền bí cho buổi tối hết ý✨
-----------
 - Với mỗi hóa đơn mua sản phẩm bất kì trong BST Th",1,negative
62a9e9ea880a053247b695b1,"Đặt viền đen nhưng shop lại giao viền trắng mà k hề thông báo với khách hàng, vận chuyển ok, sản phẩm tạm được, nhưng dịch vụ bán hàng không chấp nhận được khi chưa có đồng ý của khách hàng",1,negative
62a9f8d5880a053247b786a7,"Giao sai kích thước, ib rất nhiều lần nhưng online không trả lời. Vote 1sao!",1,negative
62a9f416880a053247b73497,Đặt hàng size 42 màu xanh  giao s41 màu đen chân s38.5 đi chật :( ,1,negative
62a9f4cb880a053247b74234,Dây sáng quá yếu,1,negative
62a9ed4a880a053247b6cd37,Ko có chỉnh âm lượng. Không như mong đợi thất vọng quá😬😬😬😬😬😬😬😬,1,negative
62a9f51e880a053247b748d5,"Mọi Người mua hàng nên cẩn thận hàng sale của shop này. Mua 2 đôi, giao có 1 đôi. Xong keu hết hàng rồi hoàn tiền.làm ăn mất uy tín",1,negative
62aa9eb54816d066cef62523,"Chất lượng rất chán. Vừa mặc vào bục hết chỉ. Chất vải xấu, đường may ẩu. ",1,negative
62aaa3914816d066cef63b0d,"Dây cấm vào 2 laptop vẫn lo co tín hiệu
Nhắn tin shop ko trả lời
Thái độ phục vụ rất chán 
Không nên mua mất tiền oan",1,negative
62a9f1b3880a053247b70f6f,"Giao sai hàng 
Đặc 70 giao 90 
Shop nên xem lại hàng hoá trước khi giao đi",1,negative
62a9eeb6880a053247b6e33e,"Dùng được 2 lần thì hỏng
Buồn thật sự 😕",1,negative
62a9f51e880a053247b7486f,"Shop uy tín 
Shipper ko giao hàng. Báo đã giao thành công, đến khi gọi bảo làm mất rồi",1,negative
62aa03b4babeb86400b284e4,"T mua giấy xi măng để đóng gói chứ k mua sản phẩm vất đi k đáng, đồ lừa đảo",1,negative
62a9fea76f6175cc2bb0cdc1,Giao thiếu hàng,1,negative
62a9ee08880a053247b6d91b,"Gói hàng chỉ có 1 cái bọc nilông lỏng lẻo, que đâm lủng ra ngoài, đặt 100 cái, về đếm có 99 cái. 1 cái thì bị hư. Đánh giá thế nào?",1,negative
62aa072ababeb86400b2904f,"Hàng kém chất lượng thật sự , bảo hàng giống hình nhưng chả giống tí nào . Thất vọng !",1,negative
62a9f51e880a053247b74868,Màu không giống hình,1,negative
62aa9f9f4816d066cef62ce8,Đẹp,1,negative
62a9ea48880a053247b69b69,thật sự là vừa ship chiều nay luôn. mặc đi chơi mà tức ghê :))) một sao là còn may nhé,1,negative
62a9f821880a053247b77648,Sài đc vài bữa là vứt,1,negative
62a9f51e880a053247b748b0,Shop làm ăn như cc giao giầy bị lỗi không cho đổi. Niếu đổi pải chịu phí ship hơn đôi giầy. Mng nên né shop làm ăn như buồi này ra nhé,1,negative
62a9f264880a053247b7194c,Bóng dỏm xài dc 15' bị đứt bóng hư luôn,1,negative
62aa9f9f4816d066cef62d3a,ko có sp,1,negative
62aa9f9f4816d066cef62d1b,Shop kiểm tra lại mẫu mã của các sản phẩm của shop,1,negative
62a9f7c4880a053247b76fe6,"Mỏng, hình in bong tróc, chất lượng kém so với giá tiền",1,negative
62aa01c7babeb86400b27cdc,"Hàng gia công xấu điên, vỏ như lõi giấy vệ sinh, hình trong ống chỉ là những đoạn ống hút cắt nhỏ, mặt ống thì bằng nhựa mờ cong qoeo",1,negative
62aaa2934816d066cef638eb,Khuyến mãi không đúng.,1,negative
62a9ef65880a053247b6ebd9,Nội thành mà từ lúc đặt hàng đến khi nhận được hàng là 5 ngày.,1,negative
62a9f99b880a053247b7922b,Hình 1 kiểu hàng gửi 1 kiểu,1,negative
62a9ebf9880a053247b6ba5d,"Đóng gói rõ chán, mới mua về mở ra bể như này rồi con chơi kiểu nào được. Nhắn tin shop im luôn ko trả lời, thôi thì coi như mình xuôi =))))))",1,negative
62a9fb48880a053247b7aa95,"Ae nào có ý định mua hàng thì nhớ né shop này ra nhé. đặt hàng 3 món, cuối cùng chỉ giao có 1 món mà tiền hàng vẫn ko đổi! cũng hên là giá trị đơn hàng ko cao nên coi như bố thí cho shop để tích đức cho con cháu, có mấy chục ngàn à mà cũng làm ăn gian dối.
XIN MỌI NGƯỜI ĐỪNG MUA HÀNG CỦA SHOP NÀY!!",1,negative
62a9eb4c880a053247b6ae96,Đây đây đây. Đang dùng giờ báo có 121mb ko fomat được shop ơi. Hỏng rồi. Giờ mới đăng nhập được tk này nhắn cho shop. Hồi phục 5 sao nếu đc hỗ trợ,1,negative
62a9fff2babeb86400b276b9,Đặt màu vàng mà shop giao màu trắng,1,negative
62a9fb48880a053247b7aaef, Chất lượng sản phẩm rất kém,1,negative
62a9fea76f6175cc2bb0cdab,"Hình ảnh để lấy xu thôi
Chất lượng chăm sóc khách hàng quá tệ
Đặt hàng bao lâu khách nhắn tin ko thèm trả lời
Khách hủy hàng ko đồng ý cố tình giao 
Vì đã thanh toán rồi nên bắt buộc phải nhận",1,negative
62a9f87c880a053247b77d66,K đc như ý lắm,1,negative
62a9ed4a880a053247b6cd50,Tồi tệ chất lượng. Có cho mấy ốc lắp máy 3 ốc dài 1 ốc ngắn. Ốc vít tường vít nỏ ngắn hơn ốc k tài nào xoáy hết đc kết quả giờ k thể tháo ra...thất vọng. Tốt nhất k nên mua hàng shop này.,1,negative
62aa9dd94816d066cef61e80,"Vải bán bị thiếu hụt, thái độ bán hàng mất dậy, khi khách phản hồi thì chặn máy, lươn lẹo bố láo trắng trợn, nói dối không biết ngượng mồm, gọi điện k cho khách nói câu nào mà gào mồm lên ăn vạ",1,negative
62a9eda1880a053247b6d305,Tháo ra mình bỏ thùng rác luôn rồi nên ko có chụp .Hàng rẻ thật nhưng ko xài được vì đục mờ,1,negative
62a9f20b880a053247b7154f,Mua của trẻ em nhưng lại giao của người lớn,1,negative
62aa04a8babeb86400b28927,Xử lý tắc bồn cầu ko ăn thua . Hàng dùng chán,1,negative
62a9fe736f6175cc2bb0cafe,"Shop lừa đảo nha các bạn! Treo đầu dê bán thịt chó, mua tất cổ dài, giao cho quả tất chán k thể chán hơn. Liên hệ để hỏi lý do vì sao giao sai hàng. Không trả lời! Định trả hàng nhưng muốn đánh 1 sao xứng đáng cho shop và cảnh báo người mua sau!",1,negative
62a9fbfa880a053247b7b498,"1 góc toan bị rách, ghim bấm lung tung, nhô ra, ko cẩn thận rách toan khác",1,negative
62aaa4ba4816d066cef63fe0,Mình đặt 4 cái mà giao chỉ có 2 thôi. Quá thất vọng :((,1,negative
62aa03b4babeb86400b284a4,"Giao hàng rất nhanh, đóng gói cẩn thận nhưng chất lượng hàng kém.",1,negative
62a9f821880a053247b7765c,Mua hàng shopee đây là lần đầu tiên bị shop giao thiếu hàng. Shop liên lạc hết 1sp (13k) và kiu mình chọn mã khác bù vào. Mình chọn 2 kẹp con thỏ (2c 10k) vậy mà giao có 1c và còn giao thiếu cột tóc ngôi sao. Chán,1,negative
62a9faa4880a053247b7a15f,Banh k du 100 la! Khong co hut chan khong!,1,negative
62a9f073880a053247b6fbf6,Sản phẩm ko dùng dc. Cài lên đầu méo mó và xô kệch ko tạo hình dc tóc,1,negative
62a9ee08880a053247b6d8bc,"Đặt mua 3 cái cả 3 cái đều xước bung bét, như đồ dùng rồi. Ko biết trước khi giao hàng shop có kiểm tra không. Phải rửa cho sạch sẽ mới dám sử dụng.",1,negative
62a9fe386f6175cc2bb0c9d4,Ví bị rách và mỏng,1,negative
62aa9dd94816d066cef61f69,Quá xấu,1,negative
62a9f771880a053247b76c9c,"Mua 2 cái thì 1 cái hỏng, bật lên kêu đau cả đầu, shop hình như k kiểm tra hàng trc khi gửi cho khách hay sao vậy. Đã chọn yêu cầu trả hàng rồi, nhưng thôi có mấy chục nghìn, rồi lại mất công gửi qua lại.Làm ăn thế này mất hết uy tín. Mua hàng của shop 1 lần này thôi.Mình up cả video để cả tiếng đó",1,negative
62a9f87c880a053247b77e38,Set gồm 2 chi tiết mà gởi có 1 chi tiết,1,negative
62aaa0984816d066cef63330,"Mình có mua lô sim 50 cái : 20 mobi 35 viet nam, nhưng khi nhận hàng thì sim vietnam sài ko được trong tình trang như ảnh, bị khoá ko gọi hay nhắn tin gì được hết, mình cố gắng liên hệ shop để giải quyết nhưng shop không phản hồi. Mong shop thấy cmt và liên hệ lại giúp mình",1,negative
62aa072ababeb86400b29032,đặt hoả tốc nhưng ship siêu chậm,1,negative
62a9eaa2880a053247b6a2b7,"1/ Sim kích hoạt tự bao giờ rùi!
Chứ không phải sim chờ kích hoạt, mình dùng được 2 tuần thì bắt nạp thẻ!
2/ Gói cước không đúng
Nạp thẻ xong thì sim thông báo gói cước là TRONDOI chứ không phải là THANH HI như mình mua!
3/ Giao hàng quá lâu: 10 ngày từ TPHCM đi TPHCM. Chán!",1,negative
62a9f51e880a053247b7483a,"Đặt 38 thì giao đôi 35 chi đó, về ko đi nổi, KM thì cũng phải giao đúng size cho khách chứ",1,negative
62a9f3be880a053247b72e31,Hàng giao thiếu mà tiền muốn ăn đủ.làm việc kiểu đéo gì mà khách đăth 5-6 đơn đơn nào cubgx thiếu hôm 1 đôi hôm 2 đôi.trc khi nhận đã báo trc kêu nhận rồi ck lại sau giờ gọi k nghe nt k tl.,1,negative
62a9f771880a053247b76cd7,Liên tục nhắc shop giao đúng yêu cầu nhưng shop ko làm dù đã đồng ý. Thất vọng,1,negative
62a9faf0880a053247b7a66d,Giao hàng k đúng màu trong khi đó đã nt kỹ trước khi đặt,1,negative
62aa0576babeb86400b28d42,Giao hàng quá chậm lên tới gần 20 ngày. Nhắn tin shop không thèm trả lời.,1,negative
62a9ea48880a053247b69ba4,Chất vải xù. Chắc là mặc vài lần + giặt nữa là xù hết lên r. 25k thì chất lượng như thế cũng k chê j nữa. lại còn giao hàng siêu chậm nữa. ,1,negative
62a9fba5880a053247b7b01e,"Hàng thì giao thiếu , đặt nút 5m4 mà giao 4m5 . Ib thì 3 ngày shop không thèm rep   Nói chung là quá tệ",1,negative
62a9fe736f6175cc2bb0cb50,Nhận được đủ đồ. Nhưng rất là thất vọng. Đặt 2 3 cái thì giao giống hệt màu nhau. Đã vậy đồ bị dơ và lỗi shop vẫn giao cho khách. Quần áo dễ dơ mà lại không cho vô bịch riêng. Buộc đại rồi giao bèo nhèo. Đồ giá rẻ nên mình không nói đến chất lượng rất mỏng vad xù lông,1,negative
62a9f5d8880a053247b75547,sản phẩm khăc hoàn toàn so với ảnh,1,negative
62aa9f9f4816d066cef62d87,"Sản phẩm không chất lượng. Dễ gãy phần cạnh, phần in bị bong tróc",1,negative
62a9ed4a880a053247b6cd4d,"Đ bán đc hàng tử tế thì dẹp tiệm đi, đặt đài mà giao cho khách cái loz gì đây? Các bác tránh xa cái shop này ra nhé, mở hàng mà thấy tấu hài vcl, treo đầu dê bán thịt chó à",1,negative
62a9f416880a053247b73501,"Giao hàng thì nhanh. 
Cách phục vụ quá kém, biết lấy tiền r là xong. 
Hàng bị lỗi nt shop, không phản hồi lại dù 1 lời.
Vài chục ngàn cũng là tiền. Trc khi đóng hàng đi, không kiểm tra hàng. Làm việc quá tệ.",1,negative
62a9f51e880a053247b748cb,Sản phẩm nhận đx bung lắp và chảy hết,1,negative
62aaa4ba4816d066cef64082,"Đặt dán bảo vệ màn hình 44mm thì lại giao cái này . Nhắn tin shop thì không rep , làm ăn lừa đảo vừa thôi.
",1,negative
62a9f01a880a053247b6f6b1,Shop tuyệt vời nhưng đơn vị J&T quá tệ. Mong shopee cho người mua tự chọn đơn vị vận chuyển. Thanks,1,negative
62a9efbd880a053247b6f140,"service tệ =)))) giao nhầm sản phẩm rẻ tiền hơn nhưng không hoàn tiền, không reply tin nhắn khách, giao hàng chậm",1,negative
62a9fdd36f6175cc2bb0c62e,Sản phẩm chất liệu ổn giá rẻ nhưng bị lỗi. Shop đồng ý đổi trả nhưng trả lời tn chậm + quá trình đổi trả ship lại đợi xác nhận rất tốn thời gian nên huỷ trả. Mong shop trc khi giao hàng cho khách kiểm tra lại kỹ sp.,1,negative
62aaa0984816d066cef632dc,Gói này không ok xài như gói d500 vậy hết 6 gb lên mạng còn dưới 30kb/1s lên thua vina gói mimax nữa,1,negative
62a9f7c4880a053247b7707e,"1/4 kính bị vỡ+ Kính chống giọt bắn bằng nhựa thìtấm kính gãy giập, trầy trụa 7/7 kính. Báo shop yêucầu hoàn tiền thì p/hồi trả lại 17k tiền1 kínhvỡ. Yêucầu trả hànghoàn tiền thì shop im re,phải kiện lên shopee xử mới đồngý trả hàng.K bn mà phải đóng gói, trả,chờ, nênthôi.shop tính trc ít kháchsẽ bỏ",1,negative
62a9f073880a053247b6fc0e,K đúng với mẫu đăng kí,1,negative
62aaa0984816d066cef6331a,"giao hàng lâu. thái độ tệ. dt bể mh mua cluc ve de thay, shop het hàng ko báo chỉ tra tien lại r làm chờ mỏi mòn rot cuoc cung ko có de thay. cũng ko dinh danh gia mà thai độ tệ. nói xong thì ok bạn. het .ko co mot loi giai thích.",1,negative
62a9eda1880a053247b6d30b,"Shipper không nhiệt tình đóng hàng không chắc chắn 
Chai bị móp và bể",1,negative
62aaa4ba4816d066cef64158,Shop lừa đảo. Giao hàng ko đúng hình. Nt thì bảo ko nhận đơn hàng,1,negative
62a9f3be880a053247b72e81,"Đã nhận được hàng,dép mang đẹp,nhưng đơn hàng trước shop giao thiếu 1 đôi dep,có nt cho sh,sh bảo bù mà khi nhận hàng không thấy dép của đơn trước",1,negative
62aa9eb54816d066cef62524,"Vừa mặc thử đã bị bung chỉ, đường may không chắc chắn. Phần eo không ôm sát mà rộng ra làm quần bị xệ khi mặc nhìn rất xấu. ",1,negative
62aa02bdbabeb86400b27fad,"Đóng gói hàng móp méo, hương ko thơm, mùi trầm ko phải, ",1,negative
62aaa0984816d066cef632a0,"Nhắn tin không trả lời, sản phẩm kém chất lượng",1,negative
62a9ef65880a053247b6ec3e,Không hài lòng về cách phục vụ và sản phẩm. Shop cần chú ý và khắc phục,1,negative
62a9eb4c880a053247b6aea7,Giao hàng lỗi cho khách. Mặt kính trc khi giao đã bị vỡ. Vì bọc hàng rất cẩn thận nên ko thể vỡ khi vận chuyển đc. Nt cho shop ko phản hồi. Giá thành rẻ so với shop khác nhưng giao hàng lỗi mà ko giải quyết thì lần sau cũng ko quay lại. ,1,negative
62aaa2934816d066cef638e4,"Giao thiếu hàng, mình chủ quan Ko quay lại video. Chụp ảnh gửi shop, bảo chờ giải quyết nhưng 1 tuần sau Ko thấy nhắn gì! Không bao h quay lại mua hàng lần sau!",1,negative
62a9f01a880a053247b6f673,"Công dụng:hhshd
Mùi hương:nbxhx
Phù hợp với loại da:bxbdh

Bây giờ mới là năm 2022 vậy mà hsd và nsx là 2024 và 2023 vậy ạ",1,negative
62aa9f9f4816d066cef62db7,Đặt hàng mà để trễ nhiều ngày mà vẫn k có phản hồi   bên vận chuyển thì quá thất vọng,1,negative
62a9f821880a053247b7768e,Mình mua có 2 cái mà lỗi cả 2.lỗi nha.chứ k phải hỏng,1,negative
62a9fe036f6175cc2bb0c802,"Sp siêu tốt nhé. Mình đánh giá 1sao là để gây chú ý thôi.
Bên mình chuyên bán mỹ phẩm xách tay Since 2013 chuẩn authentic 100%. Shop mình là SHOP BÁN ĐẦU TIÊN TRÊN SHOPEE TỪ KHI SHOPEE VÀO Vn
GIÁ TỐT NHẤT THỊ TRƯỜNG.  
- HOTLINE 0916516738. 
☘ Địa chỉ cửa hàng: 
- 70 Thái Hà- HN
- 66 Chùa Láng - HN",1,negative
62a9f1b3880a053247b70f2a,shop bán hàng fake k có mùi như loại đã mua,1,negative
62aa072ababeb86400b2903b,Shop làm ăn không rõ ràng! Em đã check đánh giá và biết shop k giao đủ hàng. Mua 4 đồ mà shop giao 3 đồ. Đã nhắn tin làm việc với shop. Shop hứa sẽ giao lại và em có đặt thêm túi hạt nhưng shop k check nữa. Cho đến ngày hôm nay là 8 ngày rồi. Mn k nên đặt hàng của shop để tránh thiếu hàng như em!!,1,negative
62a9fcab880a053247b7be8e,Ko tốt về đổ vào hồ cá chết hết bày cá mn đừng nên mua,1,negative
62a9eba3880a053247b6b47f,"Sp thiếu chi tiết, hỏi shop thì tl cho qua",1,negative
62a9eaa2880a053247b6a1e7,Shop hàn pin mà không dán giúp đầu pin để tránh pin bị chạm mạch cho khách.,1,negative
62aaa3914816d066cef63bae,Hài hết sức giao hàng không thèm kiểm tra lại thiếu cái usb thì vứt luôn đi chứ dùng gì,1,negative
62a9fe036f6175cc2bb0c80a,quai bị đứt,1,negative
62a9ee61880a053247b6de4f,"Mùng rách 1 lỗ to dù túi ngoài vẫn ko bị gì. Hỏi thì shop im ko trả lời 24h rồi, nếu nói về vận chuyển thì ko phải vậy vì bọc ngoài không lủng chỗ nào. Thôi thì cứ gọi là mình bị xui vậy. Chúc bạn mua sau may mắn.",1,negative
62aa01c7babeb86400b27c59,"Đặt cái điện thoại đồ chơi có nhạc mà giao cái gì cũng không biết, cũng chả sử dụng cho em bé được, lần sau sẽ không mua hàng ở đây nữa",1,negative
62a9f87c880a053247b77e49,"bông tai là 1 đôi mà gửi về có 1 chiếc
rất ko hài lòng
thời gian giao thì lâu
đặt 29/8 mà 9/9 mới nhận dc",1,negative
62a9fcab880a053247b7bea7,Túi quá bé 5kg như 3kg,1,negative
62aa02bdbabeb86400b28002,"Giấy chị nặng 1,2kg thôi chứ không phải 1,6kg như mô tả.
Hàng loại 2 nhưng shop bán đắt hơn các bên khác. ",1,negative
62a9f87c880a053247b77d86,"Shop làm ăn khá buồn cười, thời gian giao hàng khá lâu, đến tận tháng liền. Rồi hàng gửi thì thiếu. Có đơn đánh dấu đang giao . Gần đến ngày nhận thì shop tự hủy, lỡ bao nhiêu hàng của khách :)))",1,negative
62a9fa4b880a053247b79c6a,"Hộp nào cũng bị móp, làm như giảm giá để cho khách hàng mua rồi gửi toàn những hộp móp méo giống tiền nào của đó vậy 😡",1,negative
62aa02bdbabeb86400b27f79,Thật kinh khủng. Mình không tưởng tượng được là sẽ nhận được sản phẩm tệ như vậy,1,negative
62a9f87c880a053247b77e01,Quá tệ đây gọi là rêu lạnh hả. Làm ăn gian dối mày k giống   nt shop k tl coi thường khách hàg m.n nên tránh xa shop này. Shop phục vụ rất kém,1,negative
62aa00e6babeb86400b27967,Chán ,1,negative
62a9f416880a053247b73502,"Shop hết sandal màu đen có gọi điện lại cho mình để chọn màu khác, đánh giá cao, tuy nhiên 1 đôi mình đặt màu cafe thì giao màu hồng, cảm giác nhận đôi màu hồng trông tụt mood dã man, 1 đôi 5 phân đặt size 36 nhưng thực tế khá to, trông chẳng khác gì đôi 38 luôn",1,negative
62aa0576babeb86400b28d96,Để phân loại đồ ăn 1 đg giao 1 nẻo :) hêt hàng thì báo chứ tự động v ?,1,negative
62aa0576babeb86400b28d8d,Bát nhựa này nhìn cũng được nhưng shop đóng gói sơ sài chỉ cho vào túi nilon. Hí hửng mở ra lại bị vỡ rồi. Buồn!,1,negative
62a9f3be880a053247b72de4,"Vật phẩm không nên mua
Vì: xịt chỉ thơm mùi quế xíu rồi hết chứ không khử mùi được nhé các bạn 
Các bạn nên suy xét trước khi mua tốn tiền mà ko đc gì hết",1,negative
62aa02bdbabeb86400b27ef4,Túi mỏng nhàu nát,1,negative
62aa01c7babeb86400b27c86,"Shop làm ăn rất vớ vẩn, cung cấp sản phẩm lỗi bị rách, khi được yêu cầu bảo hành thì cao su ko phản hồi, ko có trách nhiệm với khách hàng mua sp.",1,negative
62a9f364880a053247b728e7,Mới dùng được vài bữa nó tróc màu rồi,1,negative
62a9f364880a053247b728b0,"Hàng chưa nhận đk mà báo là nhận rồi
Hỏi shop thì trả lời bằng icon (vô trách nhiệm)
Shop làm ăn như ........",1,negative
62a9f2b9880a053247b71dad,"Tháo pin....Mua về ko lên màn hình. Lừa đảo. 
Hàng dởm. Nt thì không trả lời.",1,negative
62a9f87c880a053247b77de4,"Vừa mất tiền vừa ko nhận được hàng . Dịch vụ vận chuyển kém làm thất lạc đồ ko giao cho khách , tệ hại . Shop phục vụ oke nhưng do ko nhận được hàng mà bị mất tiền nên đánh giá 1 sao cho đỡ bùn xin lỗi shop nhen . Nhân viên shoppe nhắn ko thèm quan tâm người dùng , ko thèm giải quyết tưkkk",1,negative
62a9f5d8880a053247b75529,Dịch vụ quá kém. Shipper không giao hàng đến nơi mà shop bắt người mua phải tự liên hệ với shopee. Mình yêu cầu hoàn tiền thì shopee đòi bằng chứng nên ko biết phải có bằng chứng gì. Bài học rút ra là nên thận trọng với Ví Shopeepay.,1,negative
62aa0576babeb86400b28d52,"Mọi người ơi shop này lừa đảo nha, né ra, giao thiếu hàng, giao hàng hỏng cho mình, sau đó chặn tin nhắn mình, chi tiết liên hệ zalo : 0917880601",1,negative
62aa072ababeb86400b29030,"Không có tí tác dụng nào luôn
Để hơn 1 tuần rồi về nhà thấy ngày càng nhiều ve ghê khiếp
Tội mấy bé nhà",1,negative
62aaa4ba4816d066cef640c7,Shop bọc ko vào hộp mà cái túi mỏng xong để cái nút bấm sát ở trên. Cầm kéo cắt phát đứt 2 nút bấm chán luôn. Haizzz,1,negative
62a9f62a880a053247b75b58,"Lần đầu đặt cũng như lần cuối. Đặt nút bấm vuông như trên lại giao loại này còn khác màu và giá tiền gốc loại này rẻ hơn. Nhấn trả hàng thì shop cũng im re, thôi coi như bố thí luôn",1,negative
62a9faa4880a053247b7a133,Thái độ bán hàng không cần khách.,1,negative
62a9f2b9880a053247b71e23,Cho mình hỏi chỉnh giờ ở chỗ nào đó ạ?,1,negative
62aaa4ba4816d066cef64135,"Trời ơi, sp ghi là dành cho ip, android nhưng mua về có cắm đc vô ip đâu. Haizz, thôi thì săn sale về để đó vậy!",1,negative
62a9f4cb880a053247b741c1,"Hàng rất kém,k sử dụng dc,k nên mua về chỉ vứt bỏ, phí tiền,mua rồi shop k cho trả hàng,",1,negative
62a9fcab880a053247b7bed0,Đặt 20 cái size 3x3 mà shop giao 20 cái 3x2. Nhắn tin shop không trả lời.,1,negative
62aaa3914816d066cef63b47,Mình đặt  9 bộ nhưng giao chỉ có 5 bộ,1,negative
62aa04a8babeb86400b28840,Ko đủ kích cỡ cui bắp quaaaaaaaaaaaaaaaaaaaloninhvgchhjkk,1,negative
62a9f118880a053247b70641,"Giá đỡ bạch tuộc rất lỏng lẻo, mình lắp điện thoại vào thì nặng nên gãy luôn, rơi cả điện thoại. Shop giao hàng nhanh.",1,negative
62aa03b4babeb86400b284a5,Vỡ hàng nt shop ko rep,1,negative
62a9f8d5880a053247b7864a,Hạt chặn k đúng như mô tả. Màu k đúng. Kích thước thì quá to,1,negative
62a9eaa2880a053247b6a29a,"Không nhận được hàng mà giờ chịu chết ko biết kêu ai. Đã trả tiền qua shopeepay, thấy tình trạng hàng báo đã giao! Giao cho ai chứ hổng giao cho mình! Mình chat với shop thì shop chỉ gửi lại cái link đơn hàng xác nhận đã giao chứ ko thấy ý muốn giải quyết. May mà có 23k thôi chứ 230k là gớt nước măt",1,negative
62a9efbd880a053247b6f12d,"Shop ship cho mình hàng lỗi , ko điều khiển được vòng vặn ở thân ko cắt đứt đc tóc,ko thểđiều khiển lưỡi dao cắt lên xuống được .Cung cấp video và ảnh bằng chứng đầy đủ cho shopee và yêu cầu trả hàng hoàn tiền thì shopee mất tận gần 2 tuần để xử lí cái khiếu lại , 3-4 lần bắt mình cung cấp đủ thứ",1,negative
62a9f87c880a053247b77e6c,shop ơi mình có đặt 1 chiếc 11đen mà mình chưa nhận hàng thì bên shopee đã báo là đã giao hàng r???? h mình đặt lại có giao lun 2 chiêca ko đây???,1,negative
62aaa0984816d066cef6337c,Sim bị hư ko dùng đc ntin shop ko giải quyết mình biết tn cũng nv giá rẻ nên bỏ cũng ko sao mà ít nhất cũng phải tl 1 tiếng. Shop liên hệ gửi lại hàng mong khách đánh giá sp lại 5* mà bh ko thấy hàng đâu 💩💩💩,1,negative
62a9f0c5880a053247b700df,Chả ra gì..ko có miếng rán mua về mà vứt đi à..chán,1,negative
62a9eaa2880a053247b6a2ed,Như shit đặt 2 cái có nếp gẫy cả 2,1,negative
